id,speed,turn,slope,slip,surface,grounded,air,impact,traversal
C416,4.74,224,19,0.62,0.38,1,0.00,9.0,0.58
C417,4.98,256,15,0.69,0.31,1,0.00,0.0,0.71
C418,5.22,288,11,0.76,0.24,1,0.00,1.6,0.84
C419,5.46,320,7,0.83,0.17,1,0.00,2.6,0.97
C420,5.70,352,3,0.90,0.10,1,0.00,3.6,0.10
C421,5.94,384,-1,0.97,0.03,1,0.00,4.6,0.23
C422,6.18,416,-5,0.04,0.96,1,0.00,5.6,0.36
C423,6.42,448,-9,0.11,0.89,1,0.00,6.6,0.49
C424,6.66,480,-13,0.18,0.82,1,0.00,7.6,0.62
C425,6.90,512,-17,0.25,0.75,1,0.00,8.6,0.75
C426,7.14,0,-21,0.32,0.68,1,0.00,9.0,0.88
C427,7.38,32,-25,0.39,0.61,1,0.00,0.0,0.01
C428,7.62,64,-29,0.46,0.54,1,0.00,1.5,0.14
C429,7.86,96,-33,0.53,0.47,1,0.00,2.5,0.27
C430,8.10,128,-37,0.60,0.40,1,0.00,3.5,0.40
C431,8.34,160,-41,0.67,0.33,1,0.00,4.5,0.53
C432,8.58,192,-45,0.74,0.26,1,0.00,5.5,0.66
C433,8.82,224,-49,0.81,0.19,1,0.00,6.5,0.79
C434,9.06,256,-53,0.88,0.12,1,0.00,7.5,0.92
C435,9.30,288,53,0.95,0.05,1,0.00,8.5,0.05
C436,9.54,320,49,0.02,0.98,1,0.00,9.0,0.18
C437,9.78,352,45,0.09,0.91,1,0.00,0.0,0.31
C438,10.02,384,41,0.16,0.84,1,0.00,1.8,0.44
C439,10.26,416,37,0.23,0.77,1,0.00,2.8,0.57
C440,10.50,448,33,0.30,0.70,1,0.00,3.8,0.70
C441,10.74,480,29,0.37,0.63,1,0.00,4.8,0.83
C442,10.98,512,25,0.44,0.56,1,0.00,5.8,0.96
C443,11.22,0,21,0.51,0.49,1,0.00,6.8,0.09
C444,11.46,32,17,0.58,0.42,1,0.00,7.8,0.22
C445,11.70,64,13,0.65,0.35,1,0.00,8.8,0.35
C446,11.94,96,9,0.72,0.28,1,0.00,9.0,0.48
C447,0.30,128,5,0.79,0.21,1,0.00,0.0,0.61
C448,0.54,160,1,0.86,0.14,1,0.00,1.2,0.74
C449,0.78,192,-3,0.93,0.07,1,0.00,2.2,0.87
C450,1.02,224,-7,0.00,1.00,1,0.00,3.2,0.00
C451,1.26,256,-11,0.07,0.93,1,0.00,4.2,0.13
C452,1.50,288,-15,0.14,0.86,1,0.00,5.2,0.26
C453,1.74,320,-19,0.21,0.79,1,0.00,6.2,0.39
C454,1.98,352,-23,0.28,0.72,1,0.00,7.2,0.52
C455,2.22,384,-27,0.35,0.65,1,0.00,8.2,0.65
C456,2.46,416,-31,0.42,0.58,1,0.00,9.0,0.78
C457,2.70,448,-35,0.49,0.51,1,0.00,0.0,0.91
C458,2.94,480,-39,0.56,0.44,1,0.00,1.4,0.04
C459,3.18,512,-43,0.63,0.37,1,0.00,2.4,0.17
C460,3.42,0,-47,0.70,0.30,1,0.00,3.4,0.30
C461,3.66,32,-51,0.77,0.23,1,0.00,4.4,0.43
C462,3.90,64,-55,0.84,0.16,1,0.00,5.4,0.56
C463,4.14,96,55,0.91,0.09,1,0.00,6.4,0.69
C464,4.38,128,51,0.98,0.02,1,0.00,7.4,0.82
C465,4.62,160,47,0.05,0.95,1,0.00,8.4,0.95
C466,4.86,192,43,0.12,0.88,1,0.00,9.0,0.08
C467,5.10,224,39,0.19,0.81,1,0.00,0.0,0.21
C468,5.34,256,35,0.26,0.74,1,0.00,1.3,0.34
C469,5.58,288,31,0.33,0.67,1,0.00,2.3,0.47
C470,5.82,320,27,0.40,0.60,1,0.00,3.3,0.60
C471,6.06,352,23,0.47,0.53,1,0.00,4.3,0.73
C472,6.30,384,19,0.54,0.46,1,0.00,5.3,0.86
C473,6.54,416,15,0.61,0.39,1,0.00,6.3,0.99
C474,6.78,448,11,0.68,0.32,1,0.00,7.3,0.12
C475,7.02,480,7,0.75,0.25,1,0.00,8.3,0.25
C476,7.26,512,3,0.82,0.18,1,0.00,9.0,0.38
C477,7.50,0,-1,0.89,0.11,1,0.00,0.0,0.51
C478,7.74,32,-5,0.96,0.04,1,0.00,1.7,0.64
C479,7.98,64,-9,0.03,0.97,1,0.00,2.7,0.77
C480,8.22,96,-13,0.10,0.90,1,0.00,3.7,0.90
C481,8.46,128,-17,0.17,0.83,1,0.00,4.7,0.03
C482,8.70,160,-21,0.24,0.76,1,0.00,5.7,0.16
C483,8.94,192,-25,0.31,0.69,1,0.00,6.7,0.29
C484,9.18,224,-29,0.38,0.62,1,0.00,7.7,0.42
C485,9.42,256,-33,0.45,0.55,1,0.00,8.7,0.55
C486,9.66,288,-37,0.52,0.48,1,0.00,9.0,0.68
C487,9.90,320,-41,0.59,0.41,1,0.00,0.0,0.81
C488,10.14,352,-45,0.66,0.34,1,0.00,1.4,0.94
C489,10.38,384,-49,0.73,0.27,1,0.00,2.4,0.07
C490,10.62,416,-53,0.80,0.20,1,0.00,3.4,0.20
C491,10.86,448,53,0.87,0.13,1,0.00,4.4,0.33
C492,11.10,480,49,0.94,0.06,1,0.00,5.4,0.46
C493,11.34,512,45,0.01,0.99,1,0.00,6.4,0.59
C494,11.58,0,41,0.08,0.92,1,0.00,7.4,0.72
C495,11.82,32,37,0.15,0.85,1,0.00,8.4,0.85
C496,0.26,64,33,0.22,0.78,1,0.00,9.0,0.98
C497,0.52,96,29,0.29,0.71,1,0.00,0.0,0.11
C498,0.78,128,25,0.36,0.64,1,0.00,1.6,0.24
C499,1.04,160,21,0.43,0.57,1,0.00,2.6,0.37
